_id,permit_number,s_name,s_address,city,z_code,p_fee,pa_license_no,contractor_name,permit_specifications,square_feet,is_the_building_occupied,i_date,e_date,achd_inspector,job_complete,is_permit_date_extended,permit_o_e_date,project_type,status,latitude,longitude
1775573,DEM200180,PA TURNIKE PROJECT,608  RANDALL ST,WEST MIFFLIN,15122,0,920,GENERAL CONTRACTING CORP. OF AMERICA,ACM ABATED BY OTHERS UNDER PRIOR NOTIFICATION - DEMOLISH STRUCTURE AND GRADE LOT,0,f,2020-11-18,2020-12-13,CALI FEENEY,t,f,2020-12-13,DEM,COMPLETE,40.3481756684649,-79.9065276798128
1775574,PAA419479,2527-2529 ELBA STREET,2527  ELBA ST,PITTSBURGH,15219,350,920,GENERAL CONTRACTING CORP. OF AMERICA,ACM ASSUMED DEMOLISH STRUCTURE AND GRADE LOT,800,f,2019-12-19,2020-01-31,MARC ITKIN,t,f,2020-01-31,PAA,COMPLETE,40.4464826226956,-79.9701639023388
1775575,PAA214204,CITY ORDERED DEMOLITION - 2126 ELSIE STREET,,PITTSBURGH,15212,350,920,GENERAL CONTRACTING CORP. OF AMERICA,ACM IN PLACE - ENTIRE STRUCTURE CONSIDERED AS ACM,1500,f,2021-03-26,2021-04-06,JOE YAKUBISIN,t,f,2021-04-06,PAA,COMPLETE,40.483602079867,-80.0488610192284
1775576,DEM200107,PA TURNPIKE COMMISSION PROJECT - VACANT RESIDENCE,670  RIVERVIEW DR,DRAVOSBURG,15034,0,921,GRAY WASTE MANAGEMENT CORPORATION,ACM PREVIOUSLY REMOVED,159,f,2020-08-25,2021-08-24,ELIZABETH LETURGEY,t,f,2021-08-24,DEM,COMPLETE,40.3578386740868,-79.8872181037971
1775577,PAA214047,,916 GRANT AVE,DUQUESNE,15110,350,915,DJ DEMO COMPANY,ACM IN PLACE,2500,f,2021-01-26,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.3713691165109,-79.8546645317633
1775578,PAA214176,MUNICIPALITY OF PENN HILLS PROPERTY,7929  ABER RD,VERONA,15147,350,915,DJ DEMO COMPANY,ACM IN PLACE,1100,f,2021-04-09,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.4675900018241,-79.8681072885211
1775579,PAA214177,MUNICIPALITY OF PENN HILLS - 7701 JANE STREET,,PITTSBURGH,15235,350,915,DJ DEMO COMPANY,ACM IN PLACE,1100,f,2021-04-09,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.4279932597587,-79.9264842369973
1775580,PAA224090,MUNICIPALITY REGULATED PROPERTY,1600  WESLEY ST,WILKINSBURG,15221,350,915,DJ DEMO COMPANY,ACM IN PLACE,2348,f,2022-02-03,2002-12-31,JOE YAKUBISIN,t,f,2002-12-31,PAA,COMPLETE,40.4449535737153,-79.8696617894655
1775581,PAA140288,CRANE READINESS CENTER,826 CRANE AVE,PITTSBURGH,15216,150,940,"SPECTRUM ENVIRONMENTAL, LLC",ACOUSTICAL CEILING,800,t,2014-07-10,2014-07-30,JOE YAKUBISIN,t,f,2014-07-30,PAA,COMPLETE,40.4186108423328,-80.027439171518
1775582,PAA140348,HOLY ANGELS,408 BALDWIN ROAD,PITTSBURGH,15207,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ACOUSTICAL CEILING,864,t,2014-08-12,2014-08-29,JOE YAKUBISIN,t,f,2014-08-29,PAA,COMPLETE,40.3874542963758,-79.9329389604027
1775583,PAA150242,ALLEGHENY CENTER - PARKVALE,10 ALLEGHENY CENTER,PITTSBURGH,15212,650,941,"PRISM RESPONSE, LLC DBA ALLOY",ACOUSTICAL CEILING IN MAIN ROOM,2460,t,2015-05-26,2015-07-30,JOE YAKUBISIN,t,f,2015-07-30,PAA,COMPLETE,40.4519174333266,-80.0070278325912
1775584,PAA140453,DOUBLETREE - GREENTREE,500 MANSFIELD AVE,PITTSBURGH,15205,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ACOUSTICAL CEILING IN ROOMS 526;611;671;546 AND CORRIDOR,1146,t,2014-11-17,2015-11-17,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.4184590864671,-80.0596180576801
1775585,PAA160188,DOUBLE TREE HOTEL,500 MANSFIELD AVE,GREEN TREE,15205,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ACOUSTICAL CEILING ROOMS 301;416;504;517;521;553;560;603;606;609;610;622;645;669;743;746;758; AND HALL ON EACH FLOOR,5530,t,2016-04-27,2017-04-26,JOE YAKUBISIN,t,t,2016-12-31,PAA,COMPLETE,40.4184590864671,-80.0596180576801
1775586,PAA224552,FORMER RETAIL/APARTMENTS,1053 BRACKENRIDGE AVE,BRACKENRIDGE,15014,850,937,TOM SIPES DEMOLITION COMPANY,ACM IN PLACE BUILDING UNSAFE,1500,f,2022-11-30,2023-11-01,JOE YAKUBISIN,f,f,2023-11-01,PAA,EXPIRED,40.6056453601946,-79.7373930452781
1775587,DEM210190,VACANT RESIDENCE,327  REYNOLDS ST,MCKEESPORT,15132,0,971,"TRIFECTA TEAM, LLC",ACM REMOVED UNDER PAA19-4411 PER ELIZABETH GODUSKY,,f,2021-12-07,2022-12-07,ELIZABETH LETURGEY,f,f,2022-12-07,DEM,COMPLETE,40.3482885756042,-79.8754069623457
1775588,PAA160023,JOSEPH F.WEIS JR. US COURTHOUSE,700 GRANT STREET,PITTSBURGH,15222,650,940,"SPECTRUM ENVIRONMENTAL, LLC",ACOUSTICAL CEILING IN MECHANICAL ROOM/ROOM 9290,1350,t,2016-01-12,2017-01-11,JOE YAKUBISIN,t,f,2017-01-11,PAA,COMPLETE,40.4422741604836,-79.9945318961147
1775589,PAA140083,CRANE READINESS CENTER,826 CRANE AVE,PITTSBURGH,15216,150,940,"SPECTRUM ENVIRONMENTAL, LLC",ACOUSTICAL CEILING ON 2ND FLOOR (RM 200) LOBBY/RM 203A AND 206;CORRIDOR 200B;RMS 202A AND 106. PIPE INSULATION/BREECHING IN BOILER ROOM;PIPE INSULATION CORRIDOR 200BB,2365,t,2014-02-19,2014-11-05,JOE YAKUBISIN,t,f,2014-11-05,PAA,COMPLETE,40.4186108423328,-80.027439171518
1775590,PAA224486,CITY OF MCKEESPORT REGULATED PROPERTY,2105  BOWMAN AVE,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",ALL ACM BEING TREATED AS ACM,900,f,2022-10-31,2023-10-31,JOE YAKUBISIN,t,f,2023-10-31,PAA,COMPLETE,40.3551122223277,-79.8406814588381
1775591,PAA224488,CITY OF MCKEESPORT REGULATED PROPERTY,234  HICKORY ALY,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",ALL ACM BEING TREATED AS ACM,900,f,2022-10-31,2023-10-31,JOE YAKUBISIN,f,f,2023-10-31,PAA,EXPIRED,40.3517284045001,-79.8753106179583
1775592,DEM210191,CITY OWNED PROPERTY,412  26TH ST,MCKEESPORT,15132,0,971,"TRIFECTA TEAM, LLC",ALL ACM REMOVED UNDER PAA19-4413 PER ELIZABETH GODUSKY,500,f,2021-12-07,2022-12-07,ELIZABETH LETURGEY,f,f,2022-12-07,DEM,COMPLETE,40.3351782500764,-79.846928335868
1775593,PAA194400,VACANT RESIDENCE,612  ESTELLA ST,PITTSBURGH,15210,350,951,"FIVE STAR CONSTRUCTION, INC.",ALL ASSUMED TO BE ASBESTOS AND HAULED AWAY AS ASBESTOS,1500,f,2019-07-17,2019-08-26,JOE YAKUBISIN,t,f,2019-08-26,PAA,COMPLETE,40.4170721286921,-80.0004068454593
1775594,PAA224433,CITY OF CLAIRTON REGULATED PROPERTY,427 N 3RD ST,CLAIRTON,15025,350,915,DJ DEMO COMPANY,ALL MATERIAL ASSUMED ACM,900,f,2022-10-17,2022-12-31,JOE YAKUBISIN,t,f,2022-12-31,PAA,COMPLETE,40.306696716003,-79.890421562825
1775595,PAA160131,EAST MINSTER PRESBYTERIAN CHURCH,250 N HIGHLAND AVE,PITTSBURGH,15206,650,927,KEY ASBESTOS ABATEMENT INC,ACOUSTICAL PLASTER CEILING AND PIPE INSULATION IN EAST ENTRY RENOVATION AREA,1620,t,2016-03-24,2016-12-31,JOE YAKUBISIN,t,f,2016-12-31,PAA,COMPLETE,40.4632511594384,-79.9234441379165
1775596,PAA150115,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,650,929,"NOVA ENVIRONMENTAL SERVICES, INC.",AIRCELL PIPE INSULATION;FLOORING;TAPE ON PIPE AND DUCT WORK INSULATION ON 4TH FLOOR SOUTH TOWER,23500,t,2015-03-09,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.457069446526,-80.0036975361617
1775597,DEM220163,PA TURNPIKE COMMISSION PROPERTY,1238  LUSCOMBE LN,DRAVOSBURG,15034,0,,,ALL ACM PREVIOUSLY REMOVED UNDER PERMIT # PAA224050,,f,2022-08-19,2023-08-18,CALI FEENEY,f,f,2023-08-18,DEM,COMPLETE,40.353448209621,-79.895754088276
1775598,DEM190290,VACANT RESIDENCE,1707  ABRAHAM ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED.  DEMOLISH THE STRUCTURE AND GRADE LOT.,1000,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3411922482215,-79.8357905467352
1775599,DEM190291,VACANT RESIDENCE,1609  ABRAHAM ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED.  DEMOLISH THE STRUCTURE AND GRADE LOT.,1000,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.341920066046,-79.8357150824349
1775600,DEM190298,VACANT RESIDENCE,2315  CARSON ST,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED.  DEMOLISH THE STRUCTURE AND GRADE LOT.,1000,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3362928978479,-79.8369416030427
1775601,DEM190299,VACANT RESIDENCE,802  LINCOLN WAY,MCKEESPORT,15132,0,941,"PRISM RESPONSE, LLC DBA ALLOY",NO ACM IDENTIFIED.  DEMOLISH THE STRUCTURE AND GRADE LOT.,1000,f,2019-10-30,2019-12-31,MARC ITKIN,t,f,2019-12-31,DEM,COMPLETE,40.3563976806324,-79.8283047612206
1775602,DEM210085,PA TURNPIKE COMMISSION PROJECT PROPERTY,600  DUQUESNE BLVD,DUQUESNE,15110,0,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",NO ASBESTO PRESENT,,f,2021-07-06,2021-07-04,ELIZABETH LETURGEY,t,f,2021-06-30,DEM,COMPLETE,40.3789967516129,-79.8540172793856
1775603,PAA194263,VACANT RESIDENCE,2923  GROVER ST,MCKEESPORT,15132,350,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ASBESTOS BUILDING INSPECTION - ALL MATERIAL TREATED AS ACM,650,f,2019-04-17,2019-04-24,JOE YAKUBISIN,t,f,2019-04-24,PAA,COMPLETE,40.3416328040957,-79.8424680022826
1775604,PAA150455,ALLEGHENY GENERAL HOSPITAL,320 EAST NORTH AVE.,PITTSBURGH,15212,650,929,"NOVA ENVIRONMENTAL SERVICES, INC.",FLASHING AND TAR ON ROOF,1000,t,2015-09-07,2016-09-07,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.457069446526,-80.0036975361617
1775605,PAA140438,UPMC PASSAVANT HOSPITAL,9100 BABCOCK BLVD,ALLISON PARK,15101,150,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR MASTIC AND CARPET IN ROOM210,195,t,2014-10-22,2014-10-30,JOE YAKUBISIN,t,f,2014-10-30,PAA,COMPLETE,,
1775606,PAA150564,MONROEVILLE MALL ANNEX - DICK'S,501 MALL CIRCLE DRIVE,MONROEVILLE,15146,650,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR MASTIC IN RETAIL AREA,30000,f,2015-12-08,2016-01-30,JOE YAKUBISIN,t,f,2016-01-30,PAA,COMPLETE,40.4295435798765,-79.7973540397122
1775607,PAA180071,TWO PNC PLAZA,620  LIBERTY AVE,PITTSBURGH,15222,200,928,NORTHSTAR CONTRACTING GROUP INC,FLOOR MASTIC: FLOORS 21;23;26;29: UNDER NEGATIVE PRESSURE; CRITICAL BARRIER CONTAINMENT. MASTIC REMOVED WITH CHEMICAL SOLVENT.,275,t,2018-01-22,2018-12-31,JOE YAKUBISIN,t,f,2018-12-31,PAA,COMPLETE,40.4418188313799,-80.0008354490418
1775608,PAA140526,DIOCESAN PASTORAL CENTER - SUITE 500,111 BOULEVARD OF THE ALLIES,PITTSBURGH,15222,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FLOOR TILE,280,t,2014-12-26,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.4395296997538,-80.0044366428394
1775609,PAA170265,PPG INDUSTRIES; INC.,400 GUYS RUN RD,CHESWICK,15024,200,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",FLOOR TILE AND MASTIC IN 116 AREA,229005,t,2017-05-19,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.55661298228,-79.8663177401905
1775610,PAA170252,FORMER UPMC LABORATORY RESEARCH CENTER,260  KAPPA DR,PITTSBURGH,15238,850,931,PHASE ONE DEVELOPMENT CORPORATION,FLOOR TILE AND MASTIC THROUGHOUT BUILDING AND TRANSITE COUNTERTOPS THOURGHOUT BUILDING,47000,f,2017-05-23,2018-05-23,JOE YAKUBISIN,t,f,2018-05-23,PAA,COMPLETE,40.5052102697156,-79.8650599030887
1775611,PAA170147,DUQUENSE UNIVERSITY - ROCKWELL HALL,600 FORBES AVE,PITTSBURGH,15219,850,940,"SPECTRUM ENVIRONMENTAL, LLC",FLOOR TILE AND PIPING ON 4TH FLOOR,9650,t,2017-03-20,2017-05-12,JOE YAKUBISIN,t,f,2017-04-30,PAA,COMPLETE,40.437826212702,-79.9936526271794
1775612,PAA150529,BEECHVIEW SENIOR CENTER,1553 BROADWAY AVE.,PITTSBURGH,15216,650,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",FLOOR TILE AND UNDERLAYMENT ON 1ST AND 2ND FLOORS,3622,t,2015-11-16,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.4107465149871,-80.02464950561
1775613,PAA224434,CITY OF CLAIRTON REGULATED PROPERTY,425 N 3RD ST,CLAIRTON,15025,350,915,DJ DEMO COMPANY,ALL MATERIAL ASSUMED ACM,900,f,2022-10-17,2022-12-31,JOE YAKUBISIN,t,f,2022-12-31,PAA,COMPLETE,40.306808568378,-79.8901500092702
1775614,PAA224487,CITY OF MCKEESPORT REGULATED PROPERTY,305  PACIFIC AVE,MCKEESPORT,15132,350,971,"TRIFECTA TEAM, LLC",ALL MATERIAL BEIN TREATED AS ACM,900,f,2022-10-31,2023-10-31,JOE YAKUBISIN,f,f,2023-10-31,PAA,EXPIRED,40.3502330212721,-79.8752215833646
1775615,PAA214507,CITY OF PITTSBURGH REGULATED PROPERTY - 7013 FLETCHER WAY,,PITTSBURGH,15208,350,920,GENERAL CONTRACTING CORP. OF AMERICA,ALL MATERIAL BEING ASSUMED AS ACM,695,f,2021-09-21,2021-09-25,JOE YAKUBISIN,t,f,2021-09-25,PAA,COMPLETE,40.4455161683197,-79.9162488905299
1775616,PAA214457,VACANT RESIDENCE,324  LONG RUN RD,MCKEESPORT,15132,350,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ENTIRE STRUCTURE BEING TREATED AS ACM,2308,f,2021-08-16,2021-11-05,JOE YAKUBISIN,t,f,2021-11-05,PAA,COMPLETE,40.3240544101864,-79.8373222475591
1775617,PAA214458,VACANT RESIDENCE,400  LONG RUN RD,MCKEESPORT,15132,850,902,"AMERICAN CONTRACTING ENTERPRISES, INC.",ENTIRE STRUCTURE BEING TREATED AS ACM,2776,f,2021-08-16,2021-11-05,JOE YAKUBISIN,t,f,2021-11-05,PAA,COMPLETE,40.3246307198689,-79.8348619098387
1775618,PAA140294,GARAGE/STORAGE,7248 SALTSBURG ROAD,PENN HILLS,15235,650,908,"BRISTOL ENVIRONMENTAL, INC.",EXTERIOR CAULKING;GREEN INSUL-BRICK;ROOF FLASHING;TRANSITE PIPE;ROOFING AND TRANSITE SIDING,2327,f,2014-07-14,2014-09-12,JOE YAKUBISIN,t,f,2014-07-25,PAA,COMPLETE,40.4760569687875,-79.7881644223355
1775619,PAA150133,CARLOW UNIVERSITY - GRACE HALL,3333 FIFTH AVE.,PITTSBURGH,15213,150,908,"BRISTOL ENVIRONMENTAL, INC.",FIREPROOFING 0N 4TH FLOOR EXTERIOR WALL;FIREPROOFING DEBRIS ON 5TH FLOOR;WATER PROOFING 3RD/4TH FLOORS AND DUCT/FITTINGS ON 5TH FLOOR SHAFT,199,t,2015-03-09,2015-04-30,JOE YAKUBISIN,t,f,2015-04-30,PAA,COMPLETE,40.4392965271551,-79.9634127984317
1775620,PAA150184,ONE OLIVER PLAZA,210 SIXTH STREET,PITTSBURGH,15222,650,908,"BRISTOL ENVIRONMENTAL, INC.",FIREPROOFING AND PIPE INSULATION ON 2ND FLOOR CANTOR SPACE,2900,t,2015-04-27,2015-06-30,JOE YAKUBISIN,t,f,2015-05-31,PAA,COMPLETE,40.4420061338605,-80.0000298225206
1775621,PAA140524,CARLOW UNIVERSITY - GRACE LIBRARY,3333 FIFTH AVE.,PITTSBURGH,15213,650,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",FIREPROOFING AND PIPE/FITTINGS,6116,t,2014-12-18,2015-03-31,JOE YAKUBISIN,t,f,2015-03-31,PAA,COMPLETE,40.4392965271551,-79.9634127984317
1775622,PAA194264,VACANT RESIDENCE,608  CAMP ST,MCKEESPORT,15132,350,920,GENERAL CONTRACTING CORP. OF AMERICA,NO ASBESTOS BUILDING INSPECTION - ALL MATERIAL TREATED AS ACM,600,f,2019-04-27,2019-05-02,JOE YAKUBISIN,t,f,2019-05-02,PAA,COMPLETE,40.3549040321621,-79.8348837201176
1775623,DEM210106,VACANT RESIDENCE,623  7TH AVE,CORAOPOLIS,15108,0,937,TOM SIPES DEMOLITION COMPANY,NO ASBESTOS FOUND,,f,2021-06-30,2021-07-01,MARC ITKIN,t,f,2021-07-01,DEM,COMPLETE,40.5191806665815,-80.1739403304109
1775624,DEM220197,CITY OF PITTSBURGH REGULATED PROPERTY,2149  HOLYOKE ST,PITTSBURGH,15214,0,,,NO ASBESTOS PRESENT,,f,2022-09-21,2022-12-21,DANIEL ZOLDOS,f,f,2022-12-21,DEM,COMPLETE,40.4644184169959,-80.0141015616795
1775625,PAA140004,US STEEL CLAIRTON WORKS,400 STATE STREET,CLAIRTON,15025,650,946,"THERMAL SOLUTIONS, INC.",O&M PLAN,,t,2014-01-01,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.2940110111861,-79.8743163626466
1775626,PAA140005,US STEEL ET WORKS,1300 BRADDOCK AVE.,BRADDOCK,15104,650,946,"THERMAL SOLUTIONS, INC.",O&M PLAN,,t,2014-01-01,2014-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.396500204663,-79.8533340829404
1775627,PAA170015,US STEEL ET WORKS,1300 BRADDOCK AVE,BRADDOCK,15104,650,946,"THERMAL SOLUTIONS, INC.",O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.396500204663,-79.8533340829404
1775628,PAA170016,US STEEL IRVIN WORKS,,DRAVOSBURG,15034,650,946,"THERMAL SOLUTIONS, INC.",O&M PLAN,,t,2017-01-01,2017-12-31,JOE YAKUBISIN,t,f,2017-12-31,PAA,COMPLETE,40.3533975775623,-79.9012764977106
1775629,PAA150002,ISP PENN COIL,1000 OHIO AVE.,GLASSPORT,15045,650,941,"PRISM RESPONSE, LLC DBA ALLOY",O&M PLAN,,t,2015-01-01,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.3183246196336,-79.8911453203049
1775630,PAA150468,SAINT JOSEPH HOUSE OF HOSPITALITY,1635 BEDFORD AVE.,PITTSBURGH,15219,650,941,"PRISM RESPONSE, LLC DBA ALLOY",O&M PLAN,,t,2015-09-28,2015-12-31,JOE YAKUBISIN,t,f,2014-12-31,PAA,COMPLETE,40.4451300880292,-79.9872463267731
1775631,PAA150208,FORMER RESIDENTIAL,1312 KIRKPATRICK AVENUE,NORTH BRADDOCK,15104,350,915,DJ DEMO COMPANY,FLOOR TILE AND WINDOW GLAZING,400,f,2015-05-07,2015-06-30,MARC ITKIN,t,f,2015-06-30,PAA,COMPLETE,40.400089584091,-79.8566661751118
1775632,PAA170226,CMU - HAMERSCHALG HALL,5000 FORBES AVE,PITTSBURGH,15213,850,927,KEY ASBESTOS ABATEMENT INC,FLOOR TILE IN B100 WING AND PIPE INSULATION ON A LEVEL MACHINE SHOP/ADJACENT SPACE;C LEVEL HALLWAY WALL CHASE,1250,t,2017-05-12,2017-07-31,JOE YAKUBISIN,t,f,2017-07-31,PAA,COMPLETE,40.4442129846549,-79.94339909741
1775633,PAA150180,ST.VICTOR CHURCH,527 BAIRDFORD RD,GIBSONIA,15044,650,941,"PRISM RESPONSE, LLC DBA ALLOY",FLOOR TILE IN BASEMENT,5000,t,2015-05-04,2015-05-30,JOE YAKUBISIN,t,f,2015-05-30,PAA,COMPLETE,,
1775634,PAA210620,UOP CATHEDRAL OF LEARNING - 4200 5TH AVE,,PITTSBURGH,15260,1250,905,"BLT CONTRACTING, INC.","""REMOVE 7TH FLOOR 2"""" PIPE; ACM PAPER & VAT AND 7TH FLOOR RESTROOMS MASTIC DAUBS""",2333,t,2021-12-08,2022-12-08,JOE YAKUBISIN,f,f,2022-12-08,PAA,EXPIRED,40.4258800438488,-80.0405130170183
1775635,PAA170574,THE HIGHLINE - TERMINAL BUILDING - 333 EAST CARSON STREET,,PITTSBURGH,15219,850,927,KEY ASBESTOS ABATEMENT INC,"""REMOVE PIPE INSULATION THROUGHOUT BUILDING; WINDOW CAULKING & GLAZING ON EXTERIOR; SPRAY APPLIED CEILING INSULATION 5TH FLOOR STORAGE BAY; FLOOR TILE/MASTIC IN VARIOUS LOCATIONS; & TRANSITE PANEL/SHINGLES FROM ROOF """"DOG HOUSE"""" BOXES""",40900,t,2017-10-18,2018-10-18,SHANNON SANDBERG,t,f,2018-10-18,PAA,COMPLETE,40.4430363971525,-80.0248548874816
1775636,PAA190475,CMU PORTER HALL,5000 FORBES AVE,PITTSBURGH,15213,450,901,"ABMECH ACQUISITIONS, LLC",`REMOVE PIPE INSULATIONA ND FLOOR TILE & MASTIC FROM SUITES 132H - L,650,t,2019-07-17,2019-09-20,JOE YAKUBISIN,t,f,2019-09-20,PAA,COMPLETE,40.4442129846549,-79.94339909741
1775637,PAA140313,3347 FORBES AVENUE,3347 FORBES AVE,PITTSBURGH,15213,350,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",1ST FLOOR - PIPE INSULATION AND FLOOR TILE/MASTIC,910,f,2014-07-30,2014-08-31,JOE YAKUBISIN,t,f,2014-08-31,PAA,COMPLETE,40.438451259587,-79.9617728526262
1775638,PAA150203,FORBES CENTER FOR REHABILITATION AND HEALTHCARE,6655 FRANKSTOWN AVENUE,PITTSBURGH,15206,150,944,"NEUMEYER ENVIRONMENTAL SERVICESS, INC.",5TH FLOOR EAST WING - PIPE FITTING DEBRIS,10,t,2015-04-23,2015-04-30,JOE YAKUBISIN,t,f,,PAA,COMPLETE,40.4597743649066,-79.9084845020947
1775639,PAA210045,HENRY W OLIVER BUILDING,535  SMITHFIELD ST,PITTSBURGH,15222,1550,929,"NOVA ENVIRONMENTAL SERVICES, INC.",8 FLOOR ASBESTOS VINYL COMPOSITION; METZ LEWIS TENANT SPACE FLOOR TILE AND HALLWAY BETWEEN LAW OFFICES BLACK MASTIC & VAPOR BARIIER,8442,t,2021-01-21,2021-12-31,JOE YAKUBISIN,t,f,2021-12-31,PAA,COMPLETE,40.441402452878,-79.9980334031628
1775640,PAA170208,NOVA PLACE - TOWER 1,100 S COMMONS ST,PITTSBURGH,15212,200,941,"PRISM RESPONSE, LLC DBA ALLOY",FIREPROOFING IN BASEMENT MEN AND WOMEN RESTROOMS,550,t,2017-04-24,2017-09-06,JOE YAKUBISIN,t,f,2017-09-06,PAA,COMPLETE,40.4510114242591,-80.0051923989784
1775641,PAA140194,LIBERMAN HALL LIFE SAFETY,600 5TH AVE,PITTSBURGH,15219,150,911,"MASA, LLC DBA CANFIELD DEVELOPMENT",FIREPROOFING IN POBBY G100M/OT LAB AND FLOOR TILE/MASTIC ON 1ST FLOOR STAIR TREADS;LANDINGS;LOBBY G100 VESTIBULE 199N;100M;100L,1490,t,2014-05-21,2014-08-31,JOE YAKUBISIN,t,f,2014-06-30,PAA,COMPLETE,40.4387522010475,-79.9942953832131
1775642,PAA140182,TWO ALLEGHENY CENTER,2 ALLEGHENY CENTER MALL,PITTSBURGH,15212,650,941,"PRISM RESPONSE, LLC DBA ALLOY",FIREPROOFING ON 2ND FLOOR,2000,t,2014-05-12,2014-12-30,JOE YAKUBISIN,t,f,2014-12-30,PAA,COMPLETE,40.4517164183603,-80.0039753637665
1775643,PAA160426,UPMC PASSAVANT HOSPITAL,,MCCANDLESS,15237,300,940,"SPECTRUM ENVIRONMENTAL, LLC",FIREPROOFING ON SECOND FLOOR - ROOMS 201 AND 202,350,t,2016-09-14,2016-12-30,JOE YAKUBISIN,t,f,2016-12-30,PAA,COMPLETE,40.5650339539869,-80.0604384671988
1775644,PAA170210,DUQUESNE UNIVERSITY - ST. ANN'S HALL,,PITTSBURGH,15222,850,908,"BRISTOL ENVIRONMENTAL, INC.",FIREPROOFING/PIPE FITTINGS ON GROUND FLOOR MENS ROOM/1ST FLOOR WOMENS ROOM;FLOOR TILE ON GROUND FLOOR MENS ROOM/MAINTENANCE ROOM,8122,t,2017-05-15,2017-08-15,JOE YAKUBISIN,t,t,2017-06-30,PAA,COMPLETE,40.4411838663137,-80.009816813005
1775645,PAA150347,ALLEGHENY CENTER BUILDING #1,1 ALLEGHENY CENTER MALL,PITTSBURGH,15212,650,941,"PRISM RESPONSE, LLC DBA ALLOY",FIREPROOFING;FLOOR TILE/MASTIC ON 2ND FLOOR AND FIREPROOFING IN BASEMENT CORRIDOR,31650,t,2015-07-10,2015-12-31,DON HORGAN,t,f,2015-12-31,PAA,COMPLETE,40.4512298636997,-80.0051981040558
1775646,PAA140530,PARKWAY CENTER - BUILDING 7,875 GREENTREE ROAD,PITTSBURGH,15220,150,903,"AMERICAN INDUSTRIAL CONTRACTING, INC.",FIRST FLOOR BATHROOM AREA - FLOOR TILE,145,t,2014-12-15,2014-12-22,JOE YAKUBISIN,t,f,2014-12-22,PAA,COMPLETE,40.4245205327892,-80.0417456308577
1775647,PAA150171,SEWICKLEY ACADEMY - ALUMNI GYMNASIUM,315 ACADEMY AVE.,SEWICKLEY,15143,150,905,"BLT CONTRACTING, INC.",FITTING IN LOCKER ROOM,75,f,2015-04-07,2015-12-31,JOE YAKUBISIN,t,f,2015-12-31,PAA,COMPLETE,40.544883512878,-80.1895717012964
